Timestamp	Tracking number	DOI	Notification	Year	Journal	Title	Completed	Curator	Time required	Comments	Segmentation time	Tagging time	total images	total panels	annotated images	annotated panels	total tags										
3.22.2018 15:55:51	EMBOJ-2016-96380	10.15252/embj.201696380	22.03.18	2017	EMBO Journal	Miro proteins coordinate microtubule- and actin- dependent mitochondrial transport and distribution	23.03.18	Emmanuel	5:30:00																		
4.3.2018 11:21:11	EMBOJ-2017-96692	10.15252/embj.201796692	03.04.18	2017	EMBO Journal	Mapping protein interactions of sodium channel NaV1.7 using epitope-tagged gene targeted mice	04.04.18	Emmanuel	5:55:00																		
4.3.2018 11:48:33	EMBOJ-2017-97311	10.15252/embj.201797311	03.04.18	2018	EMBO Journal	ERAD-dependent control of the Wnt secretory factor Evi	13.04.18	Emmanuel	3:30:00																		
4.3.2018 12:10:30	EMBOJ-2017-97404	10.15252/embj.201797404	03.04.18	2017	EMBO Journal	PlexinD1 signaling controls morphological changes and migration termination in newborn neurons	19.04.18	Emmanuel	5:15:00																		
4.3.2018 15:50:21	EMBOJ-2017-97479	10.15252/embj.201797479	03.04.18	2017	EMBO Journal	The RIG-I like receptor LGP2 inhibits Dicer-dependent processing of long dsRNA and blocks RNAi in mammalian cells	19.04.18	Emmanuel	3:00:00																		
4.19.2018 16:23:19	EMBOJ-2017-97490	10.15252/embj.201797490	19.04.18	2017	EMBO Journal	High-resolution transcription maps reveal the widespread impact of roadblock termination in yeast	20.04.18	Emmanuel	2:30:00																		
4.19.2018 16:35:35	EMBOJ-2017-97597	10.15252/embj.201797597	19.04.18	2017	EMBO Journal	STIM1 activation of Adenylyl cyclase 6 connects Ca2+ and cAMP signaling during melanogenesis	23.04.18	Emmanuel	3:40:00																		
4.19.2018 17:03:32	EMBOJ-2017-97840	10.15252/embj.201797840	19.04.18	2017	EMBO Journal	The WD40 domain of ATG16L1 is required for its non-canonical role in lipidation of LC3 at single membranes	24.04.18	Emmanuel	4:10:00																		
4.19.2018 17:28:10	EMBOJ-2017-97877	10.15252/embj.201797877	19.04.18	2018	EMBO Journal	Chk1 and 14-3-3 proteins inhibit atypical E2Fs to prevent a permanent cell cycle arrest	24.04.18	Emmanuel	3:20:00																		
4.24.2018 16:35:40	EMBOJ-2017-97883	10.15252/embj.201797883	24.04.18	2017	EMBO Journal	Structure of the human pro-myostatin precursor and determinants of growth factor latency	25.04.18	Emmanuel	2:15:00																		
4.24.2018 17:17:32	EMBOJ-2017-97909	10.15252/embj.201797909	24.04.18	2017	EMBO Journal	PARL partitions the lipid transfer protein STARD7 between the cytosol and mitochondria	27.04.18	Emmanuel	3:15:00																		
4.24.2018 17:37:09	EMBOJ-2017-97931	10.15252/embj.201797931	24.04.18	2017	EMBO Journal	Tolloid cleavage activates latent GDF8 by priming the pro-complex for dissociation	27.04.18	Emmanuel	1:50:00																		
4.27.2018 16:57:15	EMBOJ-2017-98308	10.15252/embj.201798308	27.04.18	2018	EMBO Journal	p62 filaments capture and present ubiquitinated cargos for autophagy	02.05.18	Emmanuel	2:30:00																		
4.27.2018 17:03:23	EMBOR-2017-44465V1	10.15252/embr.201744465	27.04.18	2017	EMBO Reports	Regulation of the Mdm2-p53 pathway by the ubiquitin E3 ligase MARCH7	30.04.18	Emmanuel	3:45:00																		
5.2.2018 12:09:23	EMBOR-2017-44296V1	10.15252/embr.201744296	02.05.18	2017	EMBO Reports	Myosin 1C uses a novel phosphoinositide-dependent pathway for nuclear localization	02.05.18	Emmanuel	1:15:00																		
5.2.2018 12:23:07	EMBOR-2017-44311V1	10.15252/embr.201744311	02.05.18	2017	EMBO Reports	CDK9-mediated phosphorylation controls the interaction of TIP60 with the transcriptional machinery	03.05.18	Emmanuel	2:15:00																		
5.2.2018 14:42:58	EMBOR-2017-44598V1	10.15252/embr.201744598	02.05.18	2017	EMBO Reports	Fast neurogenesis from carotid body quiescent neuroblasts accelerates adaptation to hypoxia	04.05.18	Emmanuel	3:30:00																		
5.2.2018 15:16:08	EMBOR-2017-44767-T	10.15252/embr.201744767	02.05.18	2017	EMBO Reports	Differential roles of ERRFI1 in EGFR and AKT pathway regulation affect cancer proliferation	04.05.18	Emmanuel	4:05:00																		
5.2.2018 15:34:19	EMBOR-2017-44799-T	10.15252/embr.201744799	02.05.18	2017	EMBO Reports	FBXL13 directs the proteolysis of CEP192 to regulate centrosome homeostasis and cell migration	07.05.18	Emmanuel	2:15:00																		
5.7.2018 15:34:38	EMM-2017-08478	10.15252/emmm.201708478	07.05.18	2018	EMBO Molecular Medicine	Dual inhibition of AKT-mTOR and AR signaling by targeting HDAC3 in PTEN- or SPOP-mutated prostate cancer	10.05.18	Emmanuel		still a lot to annotate :-(, problem with tagging, Eva did it	0:25:00		8	55	6	41											
5.7.2018 16:33:41	MSB-17-7997	10.15252/msb.20177997	07.05.18	2018	Molecular Systems Biology	Expression variation and covariation impair analog and enable binary signaling control	07.05.18	Emmanuel	1:20:00		0:15:00	1:05:00	8	34	4	12	197										
5.8.2018 10:05:59	EMBOR-2018-46072V1	10.15252/embr.201846072	08.05.18	2018	EMBO Reports	eIF5A is required for autophagy by mediating ATG3 translation	08.05.18	Emmanuel	1:25:00		0:10:00	1:15:00	6	26	3	19	193										
5.8.2018 11:58:58	EMM-2017-08262	10.15252/emmm.201708262	08.05.18	2017	EMBO Molecular Medicine	mtDNA heteroplasmy level and copy number indicate disease burden in m.3243A>G mitochondrial disease	08.05.18	Emmanuel	0:45:00		0:10:00	0:35:00	5	14	3	12	118										
5.8.2018 14:09:20	EMBOR-2017-45657V1	10.15252/embr.201745657	08.05.18	2017	EMBO Reports	Opposing roles of miR-294 and MBNL1/2 in shaping the gene regulatory network of embryonic stem cells	08.05.18	Emmanuel	1:10:00		0:15:00	0:55:00	8	46	4	13	119										
5.9.2018 10:15:19	EMBOR-2017-45274V1	10.15252/embr.201745274	09.05.18	2017	EMBO Reports	CD36 initiates NF_B-dependent secretion in senescent cells	09.05.18	Emmanuel	1:35:00		0:10:00	1:25:00	5	24	3	13	169										
5.11.2018 10:20:31	EMM-2017-08689	10.15252/emmm.201708689	11.05.18	2017	EMBO Molecular Medicine	Tranilast directly targets NLRP3 to treat inflammasome-driven diseases	11.05.18	Emmanuel	2:40:00	to high figure resolution, so I had to reloead them	0:45:00	1:55:00	7	44	5	30	294										
5.11.2018 17:22:30	EMBOJ-2018-99325	10.15252/embj.201899325	11.05.18	2018	EMBO Journal	GTSF-1 is required for formation of a functional RNA-dependent RNA Polymerase complex in C. elegans	14.05.18	Emmanuel	2:07:00		0:22:00	1:45:00	8	38	3	14	151										
5.14.2018 10:04:22	EMBOJ-2017-98664	10.15252/embj.201798664	14.05.18	2017	EMBO Journal	The Helicobacter pylori adhesin protein HopQ exploits the dimer interface of human CEACAMs	14.05.18	Emmanuel	1:41:00		0:17:00	1:26:00	7	24	2	12	101										
5.15.2018 9:58:46	MSB-17-8024	10.15252/msb.20178024	15.05.18	2017	Molecular Systems Biology	Timing of gene expression in a cell-fate decision system	15.05.18	Emmanuel	1:23:00		0:13:00	1:10:00	4	24	3	15	195										
5.15.2018 11:38:21	EMBOR-2016-43577V1	10.15252/embr.201643577	15.05.18	2016	EMBO Reports	Glutamine-utilizing transaminases are a metabolic vulnerability of TAZ/YAP-activated cancer cells	15.05.18	Emmanuel	1:40:00		0:10:00	1:30:00	4	22	3	18	200										
5.17.2018 16:01:26	MSB-17-7845	10.15252/msb.20177845	17.05.18	2017	Molecular Systems Biology	Computer-aided biochemical programming of synthetic microreactors as diagnostic devices	17.05.18	Emmanuel	0:20:00		0:12:00	0:08:00	6	16	1	2	19										
5.17.2018 17:29:27	EMM-2017-08454	10.15252/emmm.201708454	17.05.18	2017	EMBO Molecular Medicine	Enhancement of red blood cell transfusion compatibility using CRISPR-mediated erythroblast gene editing	18.05.18	Emmanuel	1:37:00		0:07:00	1:30:00	2	6	2	6	101										
5.18.2018 17:43:00	EMM-2017-08483	10.15252/emmm.201708483	18.05.18	2017	EMBO Molecular Medicine	Human ALPI deficiency causes inflammatory bowel disease and highlights a key mechanism of gut homeostasis	22.05.18	Emmanuel	0:37:00		0:02:00	0:35:00	4	12	2	7	55										
5.22.2018 11:13:12	MSB-17-7962	10.15252/msb.20177962	22.05.18	2018	Molecular Systems Biology	Photoperiodic control of the Arabidopsis proteome reveals a translational coincidence mechanism	22.05.18	Emmanuel	0:43:00		0:03:00	0:40:00	7	23	2	8	77										
5.22.2018 15:57:10	MSB-17-8041	10.15252/msb.20178041	22.05.18	2018	Molecular Systems Biology	Molecular transitions in early progenitors during human cord blood hematopoiesis	28.05.18	Emmanuel	0:37:00		0:02:00	0:35:00	5	25	3	4	85										
5.28.2018 10:40:13	EMBOJ-2017-98556P	10.15252/embj.201798556	28.05.18	2018	EMBO Journal	PTRN-1/CAMSAP promotes CYK-1/formin-dependent actin polymerization during endocytic recycling	28.05.18	Emmanuel	2:25:00		0:06:00	2:19:00	6	24	3	15	291										
5.28.2018 15:56:36	EMBOJ-2017-98576	10.15252/embj.201798576	28.05.18	2018	EMBO Journal	Structural centrosome aberrations promote non-cell-autonomous invasiveness	30.05.18	Emmanuel	1:27:00		0:02:00	1:25:00	7	31	2	12	163										
5.29.2018 10:52:26	EMBOJ-2017-97780	10.15252/embj.201797780	29.05.18	2018	EMBO Journal	dNTP metabolism links YAP/TAZ and mechanical cues to cell growth and oncogene-induced senescence	31.05.18	Emmanuel	1:35:00		0:20:00	1:15:00	7	42	3	16	111										
6.1.2018 10:24:19	EMM-2017-08536	10.15252/emmm.201708536	01.06.18	2018	EMBO Molecular Medicine	Inflammation leads through PGE/EP3 signaling to HDAC5/MEF2-dependent transcription in cardiac myocytes	01.06.18	Emmanuel	2:42:00		0:22:00	2:20:00	8	22	4	13	217										
6.1.2018 15:59:14	EMM-2017-08403	10.15252/emmm.201708403	01.06.18	2018	EMBO Molecular Medicine	"Myeloid p38&#x03B1; signaling promotes intestinal IGF-1 production and inflammation-associated tumorigenesis"	04.06.18	Emmanuel	1:42:00		0:17:00	1:25:00	8	40	3	14	127										
6.4.2018 10:32:56	EMM-2017-08730	10.15252/emmm.201708730	04.06.18	2018	EMBO Molecular Medicine	Brain targeted stem cell gene therapy corrects Mucopolysaccharidosis type II via multiple mechanisms	04.06.18	Emmanuel	1:57:00		0:29:00	1:28:00	8	58	3	28	273										
6.4.2018 17:22:29	EMM-2017-08307	10.15252/emmm.201708307	04.06.18	2017	EMBO Molecular Medicine	The AMPK agonist AICAR, but not metformin, prevents inflammation-associated cachectic muscle wasting	10.06.18	Emmanuel	2:07:00	black figures :-(	0:27:00	1:40:00	9	41	4	18	206										
6.4.2018 17:32:39	MSB-17-7985	10.15252/msb.20177985	04.06.18	2018	Molecular Systems Biology	Mapping DNA damage-dependent genetic interactions in yeast via party mating and barcode fusion genetics	05.06.18	Emmanuel	0:35:00		0:08:00	0:27:00	4	17	1	7	67										
6.6.2018 16:15:30	EMM-2017-08741	10.15252/emmm.201708741	06.06.18	2018	EMBO Molecular Medicine	Soluble stroma-related biomarkers of pancreatic cancer	06.06.18	Emmanuel	1:25:00		0:13:00	1:12:00	5	14	3	8	121										
6.7.2018 10:01:46	EMM-2017-08304	10.15252/emmm.201708304	07.06.18	2018	EMBO Molecular Medicine	A HIF-LIMD1 negative feedback mechanism mitigates the pro-tumorigenic effects of hypoxia	07.06.18	Emmanuel	2:34:00		0:38:00	1:56:00	7	46	3	22	248										
6.7.2018 17:33:07	EMBOJ-2017-97115	10.15252/embj.201797115	07.06.18	2018	EMBO Journal	Zeb1 potentiates genome-wide gene transcription with Lef1 to promote glioblastoma cell invasion	08.06.18	Emmanuel	2:35:00		0:25:00	2:10:00	8	51	4	31	240										
6.11.2018 9:40:13	EMBOJ-2017-97499	10.15252/embj.201797499	11.06.18	2018	EMBO Journal	SUPERMAN regulates floral whorl boundaries through control of auxin biosynthesis	11.06.18	Emmanuel	2:08:00		0:18:00	1:50:00	5	25	4	22	287										
6.12.2018 10:59:59	EMBOR-2017-44578V1	10.15252/embr.201744578	12.06.18	2018	EMBO Reports	The _3-integrin endothelial adhesome regulates microtubule dependent cell migration	12.06.18	Emmanuel	2:26:00	to high resolution...reloaded images	0:32:00	1:54:00	5	20	3	13	203										
6.13.2018 9:46:51	EMBOR-2017-45241-T	10.15252/embr.201745241	13.06.18	2018	EMBO Reports	Mitofusin gain and loss of function drive neuropathogenesis in Drosophila models of CMT2A neuropathy	13.06.18	Emmanuel	2:20:00		0:10:00	2:10:00	6	31	3	19	270										
6.14.2018 10:12:30	EMBOR-2017-45435V1	10.15252/embr.201745435	14.06.18	2018	EMBO Reports	A_1-42 triggers the generation of a retrograde signaling complex from sentinel mRNAs in axons	14.06.18	Emmanuel	01:10:00		0:10:00	1:00:00	6	19	3	9	103										
6.14.2018 15:04:58	EMBOR-2017-45418-T	10.15252/embr.201745418	14.06.18	2018	EMBO Reports	Structural insights into Rhino-Deadlock complex for germline piRNA cluster specification	14.06.18	Emmanuel	0:23:00		0:09:00	0:14:00	5	22	2	3	25										
6.14.2018 15:30:09	EMBOR-2017-45453V1	10.15252/embr.201745453	14.06.18	2018	EMBO Reports	Identification of MOSPD2, a novel scaffold for endoplasmic reticulum membrane contact sites	15.06.18	Emmanuel	2:28:00		0:37:00	1:51:00	10	58	4	28	308										
6.18.2018 17:05:56	EMBOR-2017-45535-T	10.15252/embr.201745535	18.06.18	2018	EMBO Reports	Tel1/ATM prevents degradation of replication forks that reverse after topoisomerase poisoning	18.06.18	Emmanuel	0:33:00		0:03:00	0:30:00	7	33	5	7	76										
6.19.2018 10:01:40	EMBOR-2017-45670-T	10.15252/embr.201745670	19.06.18	2018	EMBO Reports	The tumour suppressor OPCML promotes AXL inactivation by the phosphatase PTPRG in ovarian cancer	19.06.18	Emmanuel	3:30:00		1:00:00	2:30:00	8	67	4	37	327										
6.20.2018 10:58:58	EMBOR-2017-45702-T	10.15252/embr.201745702	20.06.18	2018	EMBO Reports	Functional Compensation Between Hematopoietic Stem Cell Clones In Vivo	20.06.18	Emmanuel	1:12:00		0:16:00	0:56:00	5	22	3	9	128										
6.21.2018 8:54:42	EMBOR-2018-45809-T	10.15252/embr.201845809	21.06.18	2018	EMBO Reports	YAP and TAZ are essential for basal and squamous cell carcinoma initiation	21.06.18	Emmanuel	2:25:00		0:17:00	2:08:00	5	24	2	9	111										
6.21.2018 11:23:28	MSB-17-8124	10.15252/msb.20178124	21.06.18	2018	Molecular Systems Biology	Multi-Omics factor analysis - a framework for unsupervised integration of multi-omic data sets	21.06.18	Emmanuel	0:56:00		0:09:00	0:47:00	5	21	1	5	75										
6.29.2018 11:02:19	EMBOJ-2017-98518	10.15252/embj.201798518	29.06.18	2018	EMBO Journal	Strong homeostatic TCR signals induce formation of self-tolerant virtual memory CD8 T cells	02.07.18	Emmanuel	3:35:00		0:04:00	3:31:00	7	31	6	20	372										
7.2.2018 10:38:02	EMBOJ-2018-99016	10.15252/embj.201899016	02.07.18	2018	EMBO Journal	miR-200/375 control epithelial plasticity-associated alternative splicing by repressing the RNA-binding protein Quaking	05.07.18	Emmanuel																			
7.2.2018 10:49:14	EMBOJ-2017-98878	10.15252/embj.201798878	02.07.18	2018	EMBO Journal	_-Synuclein Stimulation of MAO-B and AEP (Legumain) mediates the pathology of Parkinson's Disease	10.07.18	Emmanuel	4:08:00		0:37:00	3:31:00					429										
7.2.2018 11:25:48	EMBOJ-2017-98760	10.15252/embj.201798760	02.07.18	2018	EMBO Journal	MST2 kinase suppresses rDNA transcription in response to DNA damage by phosphorylating nucleolar histone H2B	10.07.18	Emmanuel	1:04:00		0:19:00	0:45:00					63										
7.2.2018 11:45:20	EMBOJ-2017-98699	10.15252/embj.201798699	02.07.18	2018	EMBO Journal	Secretory kinase Fam20C tunes endoplasmic reticulum redox state via phosphorylation of Ero1_	10.07.18	Emmanuel	2:18:00		0:16:00	2:02:00					235										
7.2.2018 12:03:02	EMBOJ-2017-98697	10.15252/embj.201798697	02.07.18	2018	EMBO Journal	NF-_B activation in astrocytes drives a stage-specific beneficial neuroimmunological response in ALS	10.07.18	Emmanuel	4:07:00		0:46:00	3:21:00					320										
7.2.2018 17:31:04	EMBOJ-2017-98665	10.15252/embj.201798665	02.07.18	2018	EMBO Journal	Helicobacter pylori adhesin HopQ disrupts trans dimerization in human CEACAMs	14.07.18	Emmanuel	1:10:00		0:12:00	0:58:00					53										
7.3.2018 11:00:10	EMBOJ-2017-98597	10.15252/embj.201798597	03.07.18	2018	EMBO Journal	Metabolic vulnerability of cisplatin-resistant cancers	15.07.18	Emmanuel	2:28:00		0:15:00	2:13:00					232										
7.3.2018 12:06:35	EMBOJ-2017-98783	10.15252/embj.201798783	03.07.18	2018	EMBO Journal	Lmo2 expression defines tumor cell identity during T-cell leukemogenesis	15.07.18	Emmanuel	3:02:00		0:12:00	2:50:00					265										
7.3.2018 12:19:20	EMBOJ-2017-98694P	10.15252/embj.201798694	03.07.18	2018	EMBO Journal	LRRK2 is a negative regulator of Mycobacterium tuberculosis phagosome maturation in macrophages	15.07.18	Emmanuel																			
7.3.2018 14:21:25	EMBOJ-2017-98684	10.15252/embj.201798684	03.07.18	2018	EMBO Journal	Mice with endogenous TDP-43 mutations exhibit gain of splicing function and characteristics of amyotrophic lateral sclerosis	15.07.18	Emmanuel																			
7.3.2018 14:38:18	EMBOJ-2017-98482	10.15252/embj.201798482	03.07.18	2018	EMBO Journal	Transcriptional control and exploitation of an immune-responsive family of plant retrotransposons	15.07.18	Emmanuel																			
7.3.2018 14:53:28	EMBOJ-2017-98321P	10.15252/embj.201798321	03.08.18	2018	EMBO Journal	Mechanism of membrane pore formation by human Gasdermin-D	15.07.18	Emmanuel																			
7.3.2018 16:43:27	EMBOJ-2017-98306	10.15252/embj.201798306	03.07.18	2018	EMBO Journal	DNA activates the Nse2/Mms21 SUMO E3 ligase in the Smc5/6 complex	20.07.18	Emmanuel																			
7.3.2018 16:56:49	EMBOJ-2017-98133	10.15252/embj.201798133	03.07.18	2018	EMBO Journal	Interplay of cell-cell contacts and RhoA/MRTF-A signaling	20.07.18	Emmanuel																			
7.3.2018 17:19:50	EMBOJ-2017-97786	10.15252/embj.201797786	03.07.18	2018	EMBO Journal	Live imaging of wound angiogenesis reveals macrophage orchestrated vessel sprouting and regression	15.07.18	Emmanuel																			
7.4.2018 9:57:13	EMBOJ-2017-97723	10.15252/embj.201797723	04.07.18	2018	EMBO Journal	Diminished nuclear RNA decay upon Salmonella infection upregulates antibacterial noncoding RNAs	20.07.18	Emmanuel																			
7.4.2018 10:12:47	EMBOJ-2017-97706	10.15252/embj.201797706	04.07.18	2018	EMBO Journal	The trimeric coiled coil HSBP1 protein promotes WASH complex assembly at centrosomes	20.07.18	Emmanuel																			
7.4.2018 10:25:31	EMBOJ-2017-97072	10.15252/embj.201797072	04.07.18	2018	EMBO Journal	Dimer-specific immunoprecipitation of active caspase-2 identifies TRAF proteins as novel activators	20.07.18	Emmanuel																			
7.4.2018 10:48:04	EMBOR-2016-43637V1	10.15252/embr.201643637	04.07.18	2018	EMBO Reports	The heptad repeat domain 1 of Mitofusin has membrane destabilization function in mitochondrial fusion	20.07.18	Emmanuel																			
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
